file,speaker,label
2396_chunk0.wav,Alec Guinness,spoof
2400_chunk0.wav,Alec Guinness,spoof
2461_chunk0.wav,Alec Guinness,spoof
2519_chunk0.wav,Alec Guinness,bona-fide
2533_chunk0.wav,Alec Guinness,spoof
2546_chunk0.wav,Alec Guinness,spoof
2621_chunk0.wav,Alec Guinness,spoof
2655_chunk0.wav,Alec Guinness,bona-fide
2688_chunk0.wav,Alec Guinness,spoof
2693_chunk0.wav,Alec Guinness,spoof
2694_chunk0.wav,Alec Guinness,bona-fide
2698_chunk0.wav,Alec Guinness,spoof
2701_chunk0.wav,Alec Guinness,spoof
2810_chunk0.wav,Alec Guinness,spoof
2830_chunk0.wav,Alec Guinness,bona-fide
2868_chunk0.wav,Alec Guinness,spoof
2928_chunk0.wav,Alec Guinness,spoof
3025_chunk0.wav,Alec Guinness,spoof
3082_chunk0.wav,Alec Guinness,spoof
3121_chunk0.wav,Alec Guinness,bona-fide
3169_chunk0.wav,Alec Guinness,spoof
3182_chunk0.wav,Alec Guinness,bona-fide
3192_chunk0.wav,Alec Guinness,bona-fide
3197_chunk0.wav,Alec Guinness,spoof
3224_chunk0.wav,Alec Guinness,bona-fide
3227_chunk0.wav,Alec Guinness,spoof
3257_chunk0.wav,Alec Guinness,spoof
3366_chunk0.wav,Alec Guinness,spoof
3400_chunk0.wav,Alec Guinness,spoof
3440_chunk0.wav,Alec Guinness,spoof
3534_chunk0.wav,Alec Guinness,spoof
3573_chunk0.wav,Alec Guinness,spoof
3596_chunk0.wav,Alec Guinness,spoof
3614_chunk0.wav,Alec Guinness,spoof
3628_chunk0.wav,Alec Guinness,bona-fide
3632_chunk0.wav,Alec Guinness,spoof
3635_chunk0.wav,Alec Guinness,bona-fide
3638_chunk0.wav,Alec Guinness,spoof
3724_chunk0.wav,Alec Guinness,bona-fide
3730_chunk0.wav,Alec Guinness,spoof
3732_chunk0.wav,Alec Guinness,spoof
3733_chunk0.wav,Alec Guinness,bona-fide
3767_chunk0.wav,Alec Guinness,spoof
3818_chunk0.wav,Alec Guinness,spoof
4010_chunk0.wav,Alec Guinness,spoof
4015_chunk0.wav,Alec Guinness,spoof
4024_chunk0.wav,Alec Guinness,bona-fide
4047_chunk0.wav,Alec Guinness,spoof
4074_chunk0.wav,Alec Guinness,bona-fide
4095_chunk0.wav,Alec Guinness,spoof
4098_chunk0.wav,Alec Guinness,spoof
4134_chunk0.wav,Alec Guinness,spoof
4145_chunk0.wav,Alec Guinness,spoof
4167_chunk0.wav,Alec Guinness,spoof
4191_chunk0.wav,Alec Guinness,bona-fide
4205_chunk0.wav,Alec Guinness,bona-fide
4234_chunk0.wav,Alec Guinness,bona-fide
4246_chunk0.wav,Alec Guinness,bona-fide
4256_chunk0.wav,Alec Guinness,spoof
4275_chunk0.wav,Alec Guinness,spoof
4343_chunk0.wav,Alec Guinness,spoof
4349_chunk0.wav,Alec Guinness,spoof
4391_chunk0.wav,Alec Guinness,bona-fide
4424_chunk0.wav,Alec Guinness,spoof
4456_chunk0.wav,Alec Guinness,bona-fide
4475_chunk0.wav,Alec Guinness,spoof
4478_chunk0.wav,Alec Guinness,spoof
4490_chunk0.wav,Alec Guinness,bona-fide
4511_chunk0.wav,Alec Guinness,spoof
4524_chunk0.wav,Alec Guinness,spoof
4536_chunk0.wav,Alec Guinness,bona-fide
4546_chunk0.wav,Alec Guinness,spoof
4556_chunk0.wav,Alec Guinness,spoof
4564_chunk0.wav,Alec Guinness,spoof
4565_chunk0.wav,Alec Guinness,spoof
4595_chunk0.wav,Alec Guinness,spoof
4691_chunk0.wav,Alec Guinness,spoof
4712_chunk0.wav,Alec Guinness,spoof
4773_chunk0.wav,Alec Guinness,bona-fide
4781_chunk0.wav,Alec Guinness,bona-fide
4786_chunk0.wav,Alec Guinness,spoof
4794_chunk0.wav,Alec Guinness,bona-fide
4798_chunk0.wav,Alec Guinness,spoof
4809_chunk0.wav,Alec Guinness,spoof
4818_chunk0.wav,Alec Guinness,spoof
4819_chunk0.wav,Alec Guinness,bona-fide
4895_chunk0.wav,Alec Guinness,spoof
4963_chunk0.wav,Alec Guinness,spoof
4967_chunk0.wav,Alec Guinness,spoof
4978_chunk0.wav,Alec Guinness,spoof
5006_chunk0.wav,Alec Guinness,spoof
5029_chunk0.wav,Alec Guinness,spoof
5059_chunk0.wav,Alec Guinness,spoof
5078_chunk0.wav,Alec Guinness,spoof
5164_chunk0.wav,Alec Guinness,spoof
5189_chunk0.wav,Alec Guinness,bona-fide
5237_chunk0.wav,Alec Guinness,spoof
5248_chunk0.wav,Alec Guinness,spoof
5277_chunk0.wav,Alec Guinness,spoof
5299_chunk0.wav,Alec Guinness,bona-fide
5315_chunk0.wav,Alec Guinness,bona-fide
5356_chunk0.wav,Alec Guinness,bona-fide
5397_chunk0.wav,Alec Guinness,spoof
5463_chunk0.wav,Alec Guinness,spoof
5529_chunk0.wav,Alec Guinness,spoof
5617_chunk0.wav,Alec Guinness,spoof
5624_chunk0.wav,Alec Guinness,spoof
5651_chunk0.wav,Alec Guinness,spoof
5676_chunk0.wav,Alec Guinness,bona-fide
5700_chunk0.wav,Alec Guinness,bona-fide
5740_chunk0.wav,Alec Guinness,spoof
5743_chunk0.wav,Alec Guinness,spoof
5747_chunk0.wav,Alec Guinness,spoof
5796_chunk0.wav,Alec Guinness,spoof
5823_chunk0.wav,Alec Guinness,spoof
5862_chunk0.wav,Alec Guinness,bona-fide
5869_chunk0.wav,Alec Guinness,spoof
5890_chunk0.wav,Alec Guinness,bona-fide
5915_chunk0.wav,Alec Guinness,spoof
5917_chunk0.wav,Alec Guinness,spoof
5991_chunk0.wav,Alec Guinness,spoof
6004_chunk0.wav,Alec Guinness,spoof
6045_chunk0.wav,Alec Guinness,spoof
6067_chunk0.wav,Alec Guinness,spoof
6135_chunk0.wav,Alec Guinness,spoof
6203_chunk0.wav,Alec Guinness,bona-fide
6228_chunk0.wav,Alec Guinness,spoof
6277_chunk0.wav,Alec Guinness,spoof
6282_chunk0.wav,Alec Guinness,spoof
6313_chunk0.wav,Alec Guinness,spoof
6334_chunk0.wav,Alec Guinness,spoof
6340_chunk0.wav,Alec Guinness,spoof
6359_chunk0.wav,Alec Guinness,bona-fide
6380_chunk0.wav,Alec Guinness,spoof
6404_chunk0.wav,Alec Guinness,spoof
6435_chunk0.wav,Alec Guinness,bona-fide
6458_chunk0.wav,Alec Guinness,spoof
6515_chunk0.wav,Alec Guinness,spoof
6550_chunk0.wav,Alec Guinness,spoof
6596_chunk0.wav,Alec Guinness,spoof
6612_chunk0.wav,Alec Guinness,spoof
6618_chunk0.wav,Alec Guinness,spoof
6746_chunk0.wav,Alec Guinness,spoof
6821_chunk0.wav,Alec Guinness,bona-fide
6840_chunk0.wav,Alec Guinness,bona-fide
6885_chunk0.wav,Alec Guinness,bona-fide
6889_chunk0.wav,Alec Guinness,spoof
6900_chunk0.wav,Alec Guinness,spoof
6905_chunk0.wav,Alec Guinness,bona-fide
6926_chunk0.wav,Alec Guinness,spoof
6942_chunk0.wav,Alec Guinness,spoof
6975_chunk0.wav,Alec Guinness,spoof
6978_chunk0.wav,Alec Guinness,spoof
7039_chunk0.wav,Alec Guinness,spoof
7041_chunk0.wav,Alec Guinness,spoof
7047_chunk0.wav,Alec Guinness,bona-fide
7063_chunk0.wav,Alec Guinness,spoof
7070_chunk0.wav,Alec Guinness,bona-fide
7074_chunk0.wav,Alec Guinness,spoof
7080_chunk0.wav,Alec Guinness,bona-fide
7127_chunk0.wav,Alec Guinness,spoof
7163_chunk0.wav,Alec Guinness,spoof
7220_chunk0.wav,Alec Guinness,spoof
7221_chunk0.wav,Alec Guinness,spoof
7254_chunk0.wav,Alec Guinness,spoof
7260_chunk0.wav,Alec Guinness,spoof
7313_chunk0.wav,Alec Guinness,spoof
7335_chunk0.wav,Alec Guinness,spoof
7413_chunk0.wav,Alec Guinness,spoof
7440_chunk0.wav,Alec Guinness,bona-fide
7457_chunk0.wav,Alec Guinness,spoof
7462_chunk0.wav,Alec Guinness,spoof
7473_chunk0.wav,Alec Guinness,spoof
7478_chunk0.wav,Alec Guinness,spoof
7551_chunk0.wav,Alec Guinness,bona-fide
7619_chunk0.wav,Alec Guinness,spoof
7634_chunk0.wav,Alec Guinness,spoof
7647_chunk0.wav,Alec Guinness,spoof
7682_chunk0.wav,Alec Guinness,spoof
7719_chunk0.wav,Alec Guinness,spoof
7737_chunk0.wav,Alec Guinness,spoof
7742_chunk0.wav,Alec Guinness,spoof
7834_chunk0.wav,Alec Guinness,spoof
7836_chunk0.wav,Alec Guinness,bona-fide
7853_chunk0.wav,Alec Guinness,spoof
7887_chunk0.wav,Alec Guinness,bona-fide
7903_chunk0.wav,Alec Guinness,bona-fide
7908_chunk0.wav,Alec Guinness,bona-fide
7964_chunk0.wav,Alec Guinness,bona-fide
7973_chunk0.wav,Alec Guinness,spoof
7994_chunk0.wav,Alec Guinness,bona-fide
8019_chunk0.wav,Alec Guinness,spoof
8025_chunk0.wav,Alec Guinness,spoof
8055_chunk0.wav,Alec Guinness,spoof
8083_chunk0.wav,Alec Guinness,spoof
8096_chunk0.wav,Alec Guinness,spoof
8147_chunk0.wav,Alec Guinness,bona-fide
8152_chunk0.wav,Alec Guinness,spoof
8157_chunk0.wav,Alec Guinness,bona-fide
8170_chunk0.wav,Alec Guinness,spoof
8193_chunk0.wav,Alec Guinness,spoof
8195_chunk0.wav,Alec Guinness,spoof
8212_chunk0.wav,Alec Guinness,spoof
8271_chunk0.wav,Alec Guinness,spoof
8278_chunk0.wav,Alec Guinness,spoof
8373_chunk0.wav,Alec Guinness,spoof
8377_chunk0.wav,Alec Guinness,spoof
8388_chunk0.wav,Alec Guinness,spoof
8397_chunk0.wav,Alec Guinness,bona-fide
8418_chunk0.wav,Alec Guinness,spoof
8424_chunk0.wav,Alec Guinness,spoof
8439_chunk0.wav,Alec Guinness,spoof
8496_chunk0.wav,Alec Guinness,spoof
8509_chunk0.wav,Alec Guinness,spoof
8555_chunk0.wav,Alec Guinness,spoof
8581_chunk0.wav,Alec Guinness,spoof
8602_chunk0.wav,Alec Guinness,spoof
8607_chunk0.wav,Alec Guinness,spoof
8650_chunk0.wav,Alec Guinness,spoof
8671_chunk0.wav,Alec Guinness,bona-fide
8778_chunk0.wav,Alec Guinness,spoof
8798_chunk0.wav,Alec Guinness,spoof
8803_chunk0.wav,Alec Guinness,spoof
8810_chunk0.wav,Alec Guinness,spoof
8833_chunk0.wav,Alec Guinness,spoof
8838_chunk0.wav,Alec Guinness,spoof
8842_chunk0.wav,Alec Guinness,spoof
8848_chunk0.wav,Alec Guinness,bona-fide
8870_chunk0.wav,Alec Guinness,spoof
8892_chunk0.wav,Alec Guinness,spoof
8912_chunk0.wav,Alec Guinness,spoof
8925_chunk0.wav,Alec Guinness,spoof
8949_chunk0.wav,Alec Guinness,spoof
8997_chunk0.wav,Alec Guinness,bona-fide
9000_chunk0.wav,Alec Guinness,spoof
9004_chunk0.wav,Alec Guinness,spoof
9017_chunk0.wav,Alec Guinness,spoof
9071_chunk0.wav,Alec Guinness,spoof
9134_chunk0.wav,Alec Guinness,spoof
9257_chunk0.wav,Alec Guinness,spoof
9304_chunk0.wav,Alec Guinness,spoof
9309_chunk0.wav,Alec Guinness,spoof
9327_chunk0.wav,Alec Guinness,spoof
9329_chunk0.wav,Alec Guinness,spoof
9345_chunk0.wav,Alec Guinness,spoof
9366_chunk0.wav,Alec Guinness,spoof
9389_chunk0.wav,Alec Guinness,spoof
9393_chunk0.wav,Alec Guinness,spoof
9440_chunk0.wav,Alec Guinness,spoof
9448_chunk0.wav,Alec Guinness,spoof
9464_chunk0.wav,Alec Guinness,spoof
9471_chunk0.wav,Alec Guinness,spoof
9473_chunk0.wav,Alec Guinness,spoof
9481_chunk0.wav,Alec Guinness,spoof
9537_chunk0.wav,Alec Guinness,spoof
9561_chunk0.wav,Alec Guinness,bona-fide
9564_chunk0.wav,Alec Guinness,spoof
9577_chunk0.wav,Alec Guinness,spoof
9593_chunk0.wav,Alec Guinness,spoof
9676_chunk0.wav,Alec Guinness,bona-fide
9693_chunk0.wav,Alec Guinness,spoof
9705_chunk0.wav,Alec Guinness,spoof
9779_chunk0.wav,Alec Guinness,bona-fide
9804_chunk0.wav,Alec Guinness,spoof
9828_chunk0.wav,Alec Guinness,spoof
9879_chunk0.wav,Alec Guinness,spoof
9880_chunk0.wav,Alec Guinness,spoof
9882_chunk0.wav,Alec Guinness,spoof
10058_chunk0.wav,Alec Guinness,spoof
10072_chunk0.wav,Alec Guinness,spoof
10101_chunk0.wav,Alec Guinness,spoof
10136_chunk0.wav,Alec Guinness,spoof
10139_chunk0.wav,Alec Guinness,bona-fide
10147_chunk0.wav,Alec Guinness,spoof
10151_chunk0.wav,Alec Guinness,spoof
10168_chunk0.wav,Alec Guinness,spoof
10169_chunk0.wav,Alec Guinness,spoof
10186_chunk0.wav,Alec Guinness,bona-fide
10234_chunk0.wav,Alec Guinness,spoof
10271_chunk0.wav,Alec Guinness,spoof
10304_chunk0.wav,Alec Guinness,spoof
10332_chunk0.wav,Alec Guinness,spoof
10337_chunk0.wav,Alec Guinness,spoof
10338_chunk0.wav,Alec Guinness,bona-fide
10352_chunk0.wav,Alec Guinness,spoof
10353_chunk0.wav,Alec Guinness,bona-fide
10385_chunk0.wav,Alec Guinness,spoof
10444_chunk0.wav,Alec Guinness,spoof
10531_chunk0.wav,Alec Guinness,bona-fide
10563_chunk0.wav,Alec Guinness,spoof
10609_chunk0.wav,Alec Guinness,spoof
10661_chunk0.wav,Alec Guinness,spoof
10663_chunk0.wav,Alec Guinness,bona-fide
10692_chunk0.wav,Alec Guinness,bona-fide
10737_chunk0.wav,Alec Guinness,bona-fide
10771_chunk0.wav,Alec Guinness,spoof
10795_chunk0.wav,Alec Guinness,spoof
10826_chunk0.wav,Alec Guinness,spoof
10857_chunk0.wav,Alec Guinness,spoof
10877_chunk0.wav,Alec Guinness,spoof
10883_chunk0.wav,Alec Guinness,spoof
10913_chunk0.wav,Alec Guinness,spoof
11025_chunk0.wav,Alec Guinness,spoof
11051_chunk0.wav,Alec Guinness,spoof
11057_chunk0.wav,Alec Guinness,spoof
11091_chunk0.wav,Alec Guinness,bona-fide
11114_chunk0.wav,Alec Guinness,spoof
11186_chunk0.wav,Alec Guinness,spoof
11239_chunk0.wav,Alec Guinness,bona-fide
11258_chunk0.wav,Alec Guinness,spoof
11282_chunk0.wav,Alec Guinness,spoof
11287_chunk0.wav,Alec Guinness,spoof
11358_chunk0.wav,Alec Guinness,spoof
11410_chunk0.wav,Alec Guinness,bona-fide
11415_chunk0.wav,Alec Guinness,spoof
11430_chunk0.wav,Alec Guinness,spoof
11446_chunk0.wav,Alec Guinness,spoof
11450_chunk0.wav,Alec Guinness,spoof
11469_chunk0.wav,Alec Guinness,spoof
11568_chunk0.wav,Alec Guinness,spoof
11585_chunk0.wav,Alec Guinness,spoof
11590_chunk0.wav,Alec Guinness,bona-fide
11688_chunk0.wav,Alec Guinness,bona-fide
11757_chunk0.wav,Alec Guinness,bona-fide
11766_chunk0.wav,Alec Guinness,spoof
11779_chunk0.wav,Alec Guinness,spoof
11800_chunk0.wav,Alec Guinness,spoof
11811_chunk0.wav,Alec Guinness,spoof
11822_chunk0.wav,Alec Guinness,spoof
11879_chunk0.wav,Alec Guinness,spoof
11886_chunk0.wav,Alec Guinness,spoof
11981_chunk0.wav,Alec Guinness,spoof
12044_chunk0.wav,Alec Guinness,spoof
12049_chunk0.wav,Alec Guinness,spoof
12086_chunk0.wav,Alec Guinness,spoof
12088_chunk0.wav,Alec Guinness,spoof
12112_chunk0.wav,Alec Guinness,bona-fide
12122_chunk0.wav,Alec Guinness,bona-fide
12176_chunk0.wav,Alec Guinness,spoof
12194_chunk0.wav,Alec Guinness,spoof
12216_chunk0.wav,Alec Guinness,spoof
12224_chunk0.wav,Alec Guinness,spoof
12250_chunk0.wav,Alec Guinness,bona-fide
12301_chunk0.wav,Alec Guinness,spoof
12358_chunk0.wav,Alec Guinness,spoof
12367_chunk0.wav,Alec Guinness,bona-fide
12387_chunk0.wav,Alec Guinness,bona-fide
12404_chunk0.wav,Alec Guinness,spoof
12405_chunk0.wav,Alec Guinness,spoof
12495_chunk0.wav,Alec Guinness,bona-fide
12538_chunk0.wav,Alec Guinness,spoof
12549_chunk0.wav,Alec Guinness,bona-fide
12555_chunk0.wav,Alec Guinness,spoof
12581_chunk0.wav,Alec Guinness,bona-fide
12611_chunk0.wav,Alec Guinness,bona-fide
12655_chunk0.wav,Alec Guinness,bona-fide
12691_chunk0.wav,Alec Guinness,spoof
12733_chunk0.wav,Alec Guinness,spoof
12749_chunk0.wav,Alec Guinness,spoof
12755_chunk0.wav,Alec Guinness,spoof
12760_chunk0.wav,Alec Guinness,spoof
12816_chunk0.wav,Alec Guinness,spoof
12893_chunk0.wav,Alec Guinness,spoof
12925_chunk0.wav,Alec Guinness,bona-fide
12937_chunk0.wav,Alec Guinness,spoof
12959_chunk0.wav,Alec Guinness,spoof
13002_chunk0.wav,Alec Guinness,spoof
13030_chunk0.wav,Alec Guinness,spoof
13058_chunk0.wav,Alec Guinness,spoof
13072_chunk0.wav,Alec Guinness,spoof
13102_chunk0.wav,Alec Guinness,spoof
13109_chunk0.wav,Alec Guinness,spoof
13128_chunk0.wav,Alec Guinness,spoof
13152_chunk0.wav,Alec Guinness,spoof
13175_chunk0.wav,Alec Guinness,spoof
13205_chunk0.wav,Alec Guinness,bona-fide
13216_chunk0.wav,Alec Guinness,spoof
13271_chunk0.wav,Alec Guinness,bona-fide
13330_chunk0.wav,Alec Guinness,spoof
13349_chunk0.wav,Alec Guinness,spoof
13357_chunk0.wav,Alec Guinness,spoof
13392_chunk0.wav,Alec Guinness,spoof
13404_chunk0.wav,Alec Guinness,bona-fide
13434_chunk0.wav,Alec Guinness,spoof
13448_chunk0.wav,Alec Guinness,spoof
13485_chunk0.wav,Alec Guinness,spoof
13555_chunk0.wav,Alec Guinness,spoof
13563_chunk0.wav,Alec Guinness,bona-fide
13579_chunk0.wav,Alec Guinness,spoof
13614_chunk0.wav,Alec Guinness,bona-fide
13626_chunk0.wav,Alec Guinness,bona-fide
13638_chunk0.wav,Alec Guinness,spoof
13669_chunk0.wav,Alec Guinness,spoof
13691_chunk0.wav,Alec Guinness,bona-fide
13701_chunk0.wav,Alec Guinness,bona-fide
13712_chunk0.wav,Alec Guinness,spoof
13733_chunk0.wav,Alec Guinness,spoof
13740_chunk0.wav,Alec Guinness,spoof
13753_chunk0.wav,Alec Guinness,spoof
13779_chunk0.wav,Alec Guinness,spoof
13782_chunk0.wav,Alec Guinness,spoof
13783_chunk0.wav,Alec Guinness,bona-fide
13785_chunk0.wav,Alec Guinness,spoof
13792_chunk0.wav,Alec Guinness,spoof
13797_chunk0.wav,Alec Guinness,spoof
13849_chunk0.wav,Alec Guinness,spoof
13852_chunk0.wav,Alec Guinness,spoof
13855_chunk0.wav,Alec Guinness,bona-fide
13886_chunk0.wav,Alec Guinness,spoof
13927_chunk0.wav,Alec Guinness,spoof
13975_chunk0.wav,Alec Guinness,spoof
14017_chunk0.wav,Alec Guinness,spoof
14032_chunk0.wav,Alec Guinness,spoof
14114_chunk0.wav,Alec Guinness,spoof
14123_chunk0.wav,Alec Guinness,spoof
14126_chunk0.wav,Alec Guinness,spoof
14147_chunk0.wav,Alec Guinness,bona-fide
14166_chunk0.wav,Alec Guinness,spoof
14179_chunk0.wav,Alec Guinness,spoof
14180_chunk0.wav,Alec Guinness,bona-fide
14189_chunk0.wav,Alec Guinness,spoof
14224_chunk0.wav,Alec Guinness,spoof
14244_chunk0.wav,Alec Guinness,spoof
14257_chunk0.wav,Alec Guinness,spoof
14281_chunk0.wav,Alec Guinness,spoof
14305_chunk0.wav,Alec Guinness,bona-fide
14307_chunk0.wav,Alec Guinness,spoof
14310_chunk0.wav,Alec Guinness,spoof
14321_chunk0.wav,Alec Guinness,bona-fide
14332_chunk0.wav,Alec Guinness,spoof
14350_chunk0.wav,Alec Guinness,spoof
14373_chunk0.wav,Alec Guinness,spoof
14454_chunk0.wav,Alec Guinness,spoof
14456_chunk0.wav,Alec Guinness,spoof
14519_chunk0.wav,Alec Guinness,spoof
14555_chunk0.wav,Alec Guinness,bona-fide
14567_chunk0.wav,Alec Guinness,bona-fide
14611_chunk0.wav,Alec Guinness,bona-fide
14625_chunk0.wav,Alec Guinness,bona-fide
14627_chunk0.wav,Alec Guinness,spoof
14679_chunk0.wav,Alec Guinness,bona-fide
14685_chunk0.wav,Alec Guinness,spoof
14735_chunk0.wav,Alec Guinness,spoof
14771_chunk0.wav,Alec Guinness,bona-fide
14777_chunk0.wav,Alec Guinness,spoof
14789_chunk0.wav,Alec Guinness,spoof
14800_chunk0.wav,Alec Guinness,spoof
14805_chunk0.wav,Alec Guinness,bona-fide
14806_chunk0.wav,Alec Guinness,bona-fide
14815_chunk0.wav,Alec Guinness,spoof
14864_chunk0.wav,Alec Guinness,spoof
14884_chunk0.wav,Alec Guinness,spoof
14919_chunk0.wav,Alec Guinness,spoof
14932_chunk0.wav,Alec Guinness,bona-fide
14949_chunk0.wav,Alec Guinness,spoof
14960_chunk0.wav,Alec Guinness,bona-fide
14980_chunk0.wav,Alec Guinness,spoof
14993_chunk0.wav,Alec Guinness,spoof
14997_chunk0.wav,Alec Guinness,bona-fide
15000_chunk0.wav,Alec Guinness,spoof
15008_chunk0.wav,Alec Guinness,bona-fide
15026_chunk0.wav,Alec Guinness,spoof
15027_chunk0.wav,Alec Guinness,spoof
15095_chunk0.wav,Alec Guinness,spoof
15115_chunk0.wav,Alec Guinness,spoof
15157_chunk0.wav,Alec Guinness,bona-fide
15182_chunk0.wav,Alec Guinness,spoof
15187_chunk0.wav,Alec Guinness,spoof
15188_chunk0.wav,Alec Guinness,spoof
15205_chunk0.wav,Alec Guinness,spoof
15213_chunk0.wav,Alec Guinness,spoof
15241_chunk0.wav,Alec Guinness,bona-fide
15285_chunk0.wav,Alec Guinness,bona-fide
15289_chunk0.wav,Alec Guinness,bona-fide
15300_chunk0.wav,Alec Guinness,spoof
15403_chunk0.wav,Alec Guinness,bona-fide
15447_chunk0.wav,Alec Guinness,bona-fide
15449_chunk0.wav,Alec Guinness,spoof
15512_chunk0.wav,Alec Guinness,spoof
15563_chunk0.wav,Alec Guinness,bona-fide
15579_chunk0.wav,Alec Guinness,spoof
15585_chunk0.wav,Alec Guinness,spoof
15631_chunk0.wav,Alec Guinness,spoof
15634_chunk0.wav,Alec Guinness,spoof
15663_chunk0.wav,Alec Guinness,spoof
15675_chunk0.wav,Alec Guinness,bona-fide
15685_chunk0.wav,Alec Guinness,bona-fide
15697_chunk0.wav,Alec Guinness,spoof
15716_chunk0.wav,Alec Guinness,spoof
15760_chunk0.wav,Alec Guinness,spoof
15789_chunk0.wav,Alec Guinness,spoof
15797_chunk0.wav,Alec Guinness,bona-fide
15818_chunk0.wav,Alec Guinness,spoof
15839_chunk0.wav,Alec Guinness,spoof
15841_chunk0.wav,Alec Guinness,spoof
15850_chunk0.wav,Alec Guinness,spoof
15854_chunk0.wav,Alec Guinness,spoof
15862_chunk0.wav,Alec Guinness,spoof
15879_chunk0.wav,Alec Guinness,spoof
15922_chunk0.wav,Alec Guinness,spoof
15930_chunk0.wav,Alec Guinness,spoof
16086_chunk0.wav,Alec Guinness,bona-fide
16089_chunk0.wav,Alec Guinness,bona-fide
16095_chunk0.wav,Alec Guinness,bona-fide
